"EffectiveDate";"Status";"SubService";"ExpressRoute";"Protocol";"Port";"Value";"Guid";"PublicationDate";"DescriptionIsParsable";"OperationType";"QuickDescription"
"2/5/2016 12:00:00 AM";"Optional";"Shared help and support";"False";"TCP";"443";"support.office.com";"6018ef91-05df-4b30-bbfd-5029fe7107ef";"2/8/2016 11:59:40 AM";"True";"Adding";"Adding 8 New FQDNs"
"2/5/2016 12:00:00 AM";"Optional";"DirSync and AADConnect";"False";"TCP";"443";"mscrl.microsoft.com";"106efa20-4cfc-4402-afe6-018ef9105dfb";"2/8/2016 11:59:40 AM";"True";"Adding";"Adding 9 New FQDNs"
"2/5/2016 12:00:00 AM";"Required";"Optional: Required for Delve";"False";"TCP";"443";"delve.office.com";"05dfb303-bfd5-4018-be81-06dfa204cfc4";"2/8/2016 11:59:40 AM";"True";"Adding";"Adding 1 New FQDNs"
"2/5/2016 12:00:00 AM";"Required";"Optional: Required for Office 365 Video";"False";"TCP";"443";"cvpreus01m01.streaming.mediaservices.windows.net";"79308daf-012e-4638-b615-9e900eb0eafb";"2/8/2016 11:59:40 AM";"True";"Adding";"Adding 50 New FQDNs"
"2/5/2016 12:00:00 AM";"Required";"Skype client quicktips";"False";"TCP";"443";"quicktips.skypeforbusiness.com";"07efa204-cfc4-402a-bd60-18ef8105dfb3";"2/8/2016 11:59:40 AM";"True";"Adding";"Adding 8 New FQDNs"
"2/5/2016 12:00:00 AM";"Required";"Dirsync and AADConnect";"False";"TCP";"80 & 443";"mscrl.microsoftonline.com";"cfc402af-d601-48ef-8106-dfb303bfc502";"2/8/2016 11:59:40 AM";"True";"Removing";"Removing 2 Old FQDNs"
;;;;;;"N/A";"9205cfc4-03af-4d60-98ef-8106dfa304bf";"2/8/2016 11:59:40 AM";"False";"Unknown";"Unknown - read description"
"2/5/2016 12:00:00 AM";"Required";"Optional: Required for Delve";"False";"TCP";"443";"r3.res.outlook.com";"cfc402af-e701-47ef-9205-dfb303bfd501";"2/8/2016 11:59:40 AM";"True";"Removing";"Removing 3 Old FQDNs"
;;;;;;"N/A";"8106dfa3-04bf-4c50-a9fe-7017ef9205cf";"2/10/2016 10:29:02 AM";"True";"InfoONly";"Information - read description"
"2/10/2016 12:00:00 AM";"Required";"Shared infrastructure";"False";"TCP";"443";"2620:1ec:4::160";"d8c79b16-e94e-40a8-9789-62b2b9fdce1e";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 24 New endpoints"
"2/17/2016 12:00:00 AM";"Optional";"Azure AD Connect";"False";"TCP";"443";"secure.aadcdn.microsoftonline-p.com";"7ef9205c-fb40-43af-9601-8ef8106dfa30";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 1 New FQDNs"
"2/10/2016 12:00:00 AM";"Required";"Exchange Online";"False";"TCP";"443";"2620:1ec:4::153";"e50c781f-2029-46ac-b2cd-f7d1f98f71d3";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 8 New IP_Sets"
"2/10/2016 12:00:00 AM";"Required";"Planner";"False";"TCP";"443";"13.107.13.83";"7ef9205d-fb30-43bf-9601-8fe8106dfa20";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 4 New IP_Sets"
"2/10/2016 12:00:00 AM";"Required";"Office 365 ProPlus";"False";"TCP";"443";"2620:1ec:5::51";"B825cd23-1d96-41ab-ad9a-b04a7e87295e";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 3 New IP_Sets"
"2/10/2016 12:00:00 AM";"Required";"Office Online";"False";"TCP";"443";"2a01:111:202c::205";"07efa204-cfc4-402a-bd60-18ef8106dfb3";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 8 New FQDNs"
"2/10/2016 12:00:00 AM";"Required";"Yammer";"False";"TCP";"443";"2620:1ec:4::159";"7017ef92-05cf-4b40-bafd-6018fe8106df";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 8 New IP_Sets"
;;;;;;"N/A";"bfc5029f-e701-47ef-9205-cfb303afd601";"2/10/2016 10:29:02 AM";"True";"InfoONly";"Information - read description"
"2/10/2016 12:00:00 AM";"Required";"Office 365 portal";"False";"TCP";"443";"204.79.197.0/24";"d6018ef8-106d-4fb3-83bf-d5029fe7107e";"2/10/2016 10:29:02 AM";"True";"Removing";"Removing 12 Old IP_Sets"
"2/10/2016 12:00:00 AM";"Required";"OneNote Online";"False";"TCP";"443";"<tenant>-myfiles.sharepoint.com";"f8106dfb-303b-4fc5-829f-e7107ef9205c";"2/10/2016 10:29:02 AM";"True";"Adding";"Adding 9 New Endpoints"
;;;;;;"N/A";"018ef810-5dfb-4303-bfd5-029fe7107ef9";"2/12/2016 1:26:59 PM";"False";"Unknown";"Unknown - read description"
"3/17/2016 12:00:00 AM";"Required";"Office 365 portal";"False";"TCP";"443";"40.76.1.176";"cfc4029f-e701-47ef-9205-dfb303bfd501";"2/16/2016 4:25:22 PM";"True";"Adding";"Adding 5 New endpoints"
"2/17/2016 12:00:00 AM";"Required";"Office 365 portal";"False";"TCP";"443";"104.42.231.54";"afd6018f-f810-46df-a304-bfc5029fe701";"2/16/2016 4:25:22 PM";"True";"Removing";"Removing 5 Old IP_Sets"
"2/17/2016 12:00:00 AM";"Required";"Exchange Online";"False";"TCP";"443";"191.234.192.0/19";"ef9204cf-c403-4afd-a018-ef8106dfa304";"2/16/2016 4:25:22 PM";"True";"Removing";"Removing 1 Old IP_Sets"
;;;;;;"N/A";"ef9205cf-b403-4afd-a018-fe8106dfa304";"2/16/2016 4:25:22 PM";"True";"InfoONly";"Information - read description"
"2/17/2016 12:00:00 AM";"Required";"Skype for Business";"False";"TCP";"443";"191.232.83.64/27";"05dfb303-bfd5-4019-be81-06efa204cfc4";"2/16/2016 4:25:22 PM";"True";"Removing";"Removing 4 Old IP_Sets"
"2/19/2016 12:00:00 AM";"Optional";"Multi-factor Authentication";"False";"TCP";"443";"css.phonefactor.net";"107ef920-5cfb-4403-afd6-018ff8106dfa";"2/18/2016 4:34:17 PM";"True";"Adding";"Adding 4 New FQDNs"
"2/19/2016 12:00:00 AM";"Required";"Skype for Business Online";"False";"TCP";"443";"40.110.0.0/16";"5029fe71-07ef-4920-8cfc-402afd6018ef";"2/18/2016 4:34:17 PM";"True";"Removing";"Removing 1 Old IP_Sets"
"2/19/2016 12:00:00 AM";"Required";"SharePoint Online";"False";"TCP";"443";"51.5.66.0/23";"bfd5029f-e710-46ef-a204-cfc402afd601";"2/18/2016 4:34:18 PM";"True";"Adding";"Adding 5 New IP_Sets"
"2/19/2016 12:00:00 AM";"Required";"SharePoint Online";"False";"TCP";"443";"191.235.0.0/20";"06efa204-cfc4-402a-be60-18ef9105dfb3";"2/18/2016 4:34:17 PM";"True";"Updating";"Updating 7 New IP_Sets"
"2/19/2016 12:00:00 AM";"Required";"SharePoint Online";"False";"TCP";"443";"104.146.0.0/19";"204cfc40-3afd-4601-8ef8-106dfa304bfc";"2/18/2016 4:34:17 PM";"True";"Updating";"Updating 1 New IP_Sets"
"2/19/2016 12:00:00 AM";"Required";"SharePoint Online";"False";"TCP";"443";"213.199.179.0/27";"7efa204c-fc40-42af-9601-8ef8105dfb30";"2/18/2016 4:34:17 PM";"True";"Removing";"Removing 52 Old IP_Sets"
"2/23/2016 12:00:00 AM";"Required";"Skype for Business Online";"False";"TCP";"443";"207.46.7.128/27";"c65a1610-fe41-4cf1-9bd3-9c0cbe63e1dd";"2/22/2016 2:11:19 PM";"True";"Removing";"Removing 17 Old IP_Sets"
;;;;;;"N/A";"cfc402af-d601-48ef-8105-dfb303bfd502";"2/22/2016 2:11:19 PM";"True";"InfoONly";"Information - read description"
"2/25/2016 12:00:00 AM";"Required";"Exchange Online Protection";"False";"TCP";"25";"134.170.132.0/24";"c5029fe7-107e-4f92-85cf-b403afd6018e";"2/25/2016 11:30:36 AM";"True";"Removing";"Removing 17 Old IP_Sets"
"2/25/2016 12:00:00 AM";"Required";"Remote Analyzer";"False";"TCP";"443";"testexchangeconnectivity.com";"04cfc402-afe6-4017-af91-05dfb303bfd5";"2/25/2016 11:30:36 AM";"True";"Removing";"Removing 7 Old Endpoints"
"2/25/2016 12:00:00 AM";"Required";"Exchange Online Protection";"False";"TCP";"25";"57.55.234.0/24";"3b8b8100-80b3-4b4d-a2bb-f47dbacda315";"2/25/2016 11:30:36 AM";"True";"Adding";"Adding 6 New IP_Sets"
;;;;;;"N/A";"507f181e-43ac-42c5-999c-1ee91e91c333";"2/25/2016 11:30:36 AM";"True";"InfoONly";"Information - read description"
"3/29/2016 12:00:00 AM";"Required";"Exchange Online";"False";"TCP";"443";"191.232.96.0/19";"4bfc5029-fe70-407e-b920-5cfb403afd60";"2/29/2016 11:41:31 AM";"True";"Adding";"Adding 1 New IP_Sets"
"2/29/2016 12:00:00 AM";"Optional";"Microsoft Azure Active Directory (MFA)";"False";"TCP";"443";"secure.aadcdn.microsoftonline-p.com";"105dfb30-3bfd-4502-9fe7-107efa204cfc";"2/29/2016 11:41:31 AM";"True";"Adding";"Adding 1 New FQDN"
"2/29/2016 12:00:00 AM";"Optional";"Microsoft Azure Active Directory (MFA)";"False";"TCP";"443";"css.phonefactor.net";"e6018ef9-105d-4fb3-83bf-d5029fe7106e";"2/29/2016 11:41:31 AM";"True";"Removing";"Removing 3 Old FQDN"
;;;;;;"N/A";"06dfb303-bfc5-4029-be71-07ef9205cfb4";"3/9/2016 4:06:53 PM";"True";"InfoONly";"Information - read description"
;;;;;;"N/A";"b303bfd5-018f-4e81-86df-a204cfc402af";"3/9/2016 4:06:53 PM";"True";"InfoONly";"Information - read description"
"3/9/2016 12:00:00 AM";"Required";"Recent documents";"False";"TCP";"443";"ocws.officeapps.live.com";"304bfc50-29fe-4700-bef9-205cfb403afd";"3/9/2016 4:06:53 PM";"True";"Adding";"Adding 6 New FQDNs"
;;;;;;"N/A";"7ef9205c-fb30-43bf-9601-8fe8106dfa20";"3/10/2016 5:57:31 PM";"True";"InfoONly";"Information - read description"
"5/1/2016 12:00:00 AM";"Required";"Exchange Online";"False";"TCP";"443";"40.104.0.0/15";"403afd60-18fe-4810-adfa-304bfc5029fe";"3/10/2016 5:57:31 PM";"True";"Adding";"Adding 2 New IP_Sets"
"5/1/2016 12:00:00 AM";"Required";"Office 365 Portal";"False";"TCP";"443";"40.112.187.89";"95b3c670-dd57-48d0-b0B1-6dba439e3da1";"3/10/2016 5:57:31 PM";"True";"Adding";"Adding 10 New IP_Sets"
"5/1/2016 12:00:00 AM";"Required";"Skype for Business Meeting Broadcast";"False";"TCP";"443";"131.253.135.128/25";"03bfd501-9fe7-4106-afa2-04cfc402afd6";"3/10/2016 5:57:31 PM";"True";"Adding";"Adding 3 New IP_Sets"
"5/1/2016 12:00:00 AM";"Required";"Authentication and identity";"False";"TCP";"443";"65.52.193.136/29";"c5029fe7-007e-4f92-85cf-b403afd6018f";"3/29/2016 12:55:12 PM";"True";"Adding";"Adding 64 New IP_Sets"
"5/1/2016 12:00:00 AM";"Required";"SharePoint Online";"False";"TCP";"443";"13.107.9.150";"afd6018e-f810-45df-b303-bfd5029fe710";"3/29/2016 12:55:12 PM";"True";"Removing";"Removing 3 Old IP_Set"
"5/1/2016 12:00:00 AM";"Required";"SharePoint Online";"False";"TCP";"443";"191.235.0.0/20";"4cfc402a-fd60-418e-b810-5dfb303bfd50";"3/29/2016 12:55:13 PM";"True";"Adding";"Adding 9 New IP_Sets"
"3/30/2016 12:00:00 AM";"Optional";"Azure Rights Management Services (RMS)";"False";"TCP";"443";"ecn.dev.virtualearth.net";"16a6af7a-78fe-4aff-a0c2-48b0e8b3256b";"3/29/2016 12:55:12 PM";"True";"Adding";"Adding 1 New FQDN"
"5/1/2016 12:00:00 AM";"Required";"Portal and Shared ER: No";"False";;;"2603:1040:401::c";"8ef8105d-fb30-43bf-9502-9fe7107efa20";"3/29/2016 12:55:12 PM";"True";"Adding";"Adding 10 New IP_Sets"
"3/30/2016 12:00:00 AM";"Required";"Office 365 Video";"False";"TCP";"443";"keydelivery.mediaservices.windows.net";"d6018fe8-106d-4fa3-84cf-c4029fe7017e";"3/29/2016 12:55:12 PM";"True";"Adding";"Adding 2 New FQDNs"
;;;;;;"N/A";"4f1350d6-accf-4119-b5dc-7b6d2f2da7a8";"3/29/2016 12:55:12 PM";"True";"InfoONly";"Information - read description"
"3/30/2016 12:00:00 AM";"Required";"Office 365 ProPlus";"False";"TCP";"80 & 443";"insertmedia.bing.office.net";"3bfd5029-fe71-407e-ba20-4cfc402afd60";"3/29/2016 12:55:12 PM";"True";"Adding";"Adding 2 New FQDNs"
"5/1/2016 12:00:00 AM";"Required";"Skype for Business";"False";"TCP";"443";"104.44.201.0/24";"19fe8106-efa2-404c-bc40-2afe6018ef91";"3/29/2016 12:55:12 PM";"True";"Adding";"Adding 24 New IP_Sets"
